cod_ibge,municipio,uf,subitem_lc116,descricao_servico,aliquota_iss,lei_municipal,data_atualizacao
2927408,Salvador,BA,15.14,Reprografia,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,15.16,Digitação,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,16.01,Transporte municipal,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,17.01,Consultoria jurídica,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,17.02,Atividades jurídicas,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,17.05,Arbitragem,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,17.14,Advocacia,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,17.19,Serviços cartorários,5.0,Lei 7186/2006,2025-01-15
2304400,Fortaleza,CE,1.01,Análise e desenvolvimento de sistemas,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,1.02,Programação,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,1.03,Processamento de dados,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,1.04,Elaboração de programas,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,1.05,Licenciamento de programas,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,1.06,Assessoria TI,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,1.07,Suporte técnico TI,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,1.08,Planejamento TI,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,1.09,Configuração hardware/software,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,2.01,Serviços de pesquisas,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,4.01,Medicina e biomedicina,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,4.02,Análises clínicas,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,4.03,Hospitais,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,4.06,Enfermagem,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,4.11,Odontologia,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,4.14,Psicanálise,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,4.15,Psicologia,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,4.23,Planos de saúde,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,5.01,Medicina veterinária,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,6.01,Barbearia e cabeleireiros,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,6.02,Esteticistas,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,6.04,Ginástica e dança,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,6.05,Academias,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,7.01,Engenharia e arquitetura,2.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,7.02,Execução de projetos engenharia,2.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,7.03,Elaboração de plantas,2.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,7.04,Demolição,2.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,7.05,Reparação de edifícios,2.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,7.10,Limpeza e manutenção,2.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,7.12,Paisagismo,2.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,7.16,Florestamento,2.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,7.19,Acompanhamento de obras,2.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,7.20,Sondagens e perfurações,2.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,8.01,Ensino regular,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,8.02,Instrução e treinamento,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,9.01,Hospedagem hotéis,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,9.02,Agenciamento viagens,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,9.03,Guias de turismo,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,10.01,Agenciamento publicidade,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,10.02,Propaganda,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,10.04,Marketing,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,10.09,Planejamento de campanhas,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,10.10,Produção publicitária,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,11.01,Organização de festas,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,11.02,Bufê,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,11.03,Fornecimento de música,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,11.04,Parques diversão,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,12.01,Espetáculos teatrais,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,12.02,Exibições cinematográficas,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,12.13,Produção espetáculos,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,12.16,Recreação e animação,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,13.02,Administração de fundos,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,13.03,Administração consórcios,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,13.04,Administração cartões,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,13.05,Arrendamento mercantil,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,14.01,Consultoria,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,14.03,Atuária,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,14.04,Contabilidade,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,14.05,Traduções,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,14.06,Avaliações,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,14.07,Perícias,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,14.09,Recrutamento,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,14.10,Fornecimento mão-de-obra,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,14.13,Leilão,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,15.01,Administração imóveis,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,15.02,Corretagem imóveis,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,15.08,Despachantes,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,15.09,Propriedade industrial,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,15.14,Reprografia,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,15.16,Digitação,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,16.01,Transporte municipal,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,17.01,Consultoria jurídica,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,17.02,Atividades jurídicas,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,17.05,Arbitragem,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,17.14,Advocacia,5.0,Lei 9840/2011,2025-01-15
2304400,Fortaleza,CE,17.19,Serviços cartorários,5.0,Lei 9840/2011,2025-01-15
3106200,Belo Horizonte,MG,1.01,Análise e desenvolvimento de sistemas,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,1.02,Programação,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,1.03,Processamento de dados,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,1.04,Elaboração de programas,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,1.05,Licenciamento de programas,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,1.06,Assessoria TI,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,1.07,Suporte técnico TI,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,1.08,Planejamento TI,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,1.09,Configuração hardware/software,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,2.01,Serviços de pesquisas,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,4.01,Medicina e biomedicina,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,4.02,Análises clínicas,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,4.03,Hospitais,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,4.06,Enfermagem,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,4.11,Odontologia,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,4.14,Psicanálise,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,4.15,Psicologia,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,4.23,Planos de saúde,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,5.01,Medicina veterinária,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,6.01,Barbearia e cabeleireiros,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,6.02,Esteticistas,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,6.04,Ginástica e dança,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,6.05,Academias,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,7.01,Engenharia e arquitetura,2.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,7.02,Execução de projetos engenharia,2.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,7.03,Elaboração de plantas,2.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,7.04,Demolição,2.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,7.05,Reparação de edifícios,2.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,7.10,Limpeza e manutenção,2.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,7.12,Paisagismo,2.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,7.16,Florestamento,2.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,7.19,Acompanhamento de obras,2.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,7.20,Sondagens e perfurações,2.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,8.01,Ensino regular,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,8.02,Instrução e treinamento,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,9.01,Hospedagem hotéis,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,9.02,Agenciamento viagens,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,9.03,Guias de turismo,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,10.01,Agenciamento publicidade,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,10.02,Propaganda,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,10.04,Marketing,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,10.09,Planejamento de campanhas,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,10.10,Produção publicitária,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,11.01,Organização de festas,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,11.02,Bufê,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,11.03,Fornecimento de música,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,11.04,Parques diversão,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,12.01,Espetáculos teatrais,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,12.02,Exibições cinematográficas,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,12.13,Produção espetáculos,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,12.16,Recreação e animação,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,13.02,Administração de fundos,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,13.03,Administração consórcios,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,13.04,Administração cartões,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,13.05,Arrendamento mercantil,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,14.01,Consultoria,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,14.03,Atuária,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,14.04,Contabilidade,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,14.05,Traduções,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,14.06,Avaliações,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,14.07,Perícias,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,14.09,Recrutamento,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,14.10,Fornecimento mão-de-obra,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,14.13,Leilão,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,15.01,Administração imóveis,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,15.02,Corretagem imóveis,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,15.08,Despachantes,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,15.09,Propriedade industrial,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,15.14,Reprografia,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,15.16,Digitação,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,16.01,Transporte municipal,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,17.01,Consultoria jurídica,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,17.02,Atividades jurídicas,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,17.05,Arbitragem,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,17.14,Advocacia,5.0,Lei 8725/2003,2025-01-15
3106200,Belo Horizonte,MG,17.19,Serviços cartorários,5.0,Lei 8725/2003,2025-01-15
1302603,Manaus,AM,1.01,Análise e desenvolvimento de sistemas,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,1.02,Programação,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,1.03,Processamento de dados,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,1.04,Elaboração de programas,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,1.05,Licenciamento de programas,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,1.06,Assessoria TI,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,1.07,Suporte técnico TI,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,1.08,Planejamento TI,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,1.09,Configuração hardware/software,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,2.01,Serviços de pesquisas,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,4.01,Medicina e biomedicina,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,4.02,Análises clínicas,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,4.03,Hospitais,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,4.06,Enfermagem,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,4.11,Odontologia,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,4.14,Psicanálise,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,4.15,Psicologia,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,4.23,Planos de saúde,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,5.01,Medicina veterinária,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,6.01,Barbearia e cabeleireiros,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,6.02,Esteticistas,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,6.04,Ginástica e dança,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,6.05,Academias,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,7.01,Engenharia e arquitetura,2.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,7.02,Execução de projetos engenharia,2.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,7.03,Elaboração de plantas,2.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,7.04,Demolição,2.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,7.05,Reparação de edifícios,2.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,7.10,Limpeza e manutenção,2.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,7.12,Paisagismo,2.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,7.16,Florestamento,2.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,7.19,Acompanhamento de obras,2.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,7.20,Sondagens e perfurações,2.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,8.01,Ensino regular,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,8.02,Instrução e treinamento,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,9.01,Hospedagem hotéis,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,9.02,Agenciamento viagens,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,9.03,Guias de turismo,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,10.01,Agenciamento publicidade,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,10.02,Propaganda,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,10.04,Marketing,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,10.09,Planejamento de campanhas,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,10.10,Produção publicitária,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,11.01,Organização de festas,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,11.02,Bufê,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,11.03,Fornecimento de música,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,11.04,Parques diversão,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,12.01,Espetáculos teatrais,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,12.02,Exibições cinematográficas,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,12.13,Produção espetáculos,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,12.16,Recreação e animação,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,13.02,Administração de fundos,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,13.03,Administração consórcios,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,13.04,Administração cartões,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,13.05,Arrendamento mercantil,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,14.01,Consultoria,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,14.03,Atuária,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,14.04,Contabilidade,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,14.05,Traduções,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,14.06,Avaliações,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,14.07,Perícias,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,14.09,Recrutamento,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,14.10,Fornecimento mão-de-obra,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,14.13,Leilão,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,15.01,Administração imóveis,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,15.02,Corretagem imóveis,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,15.08,Despachantes,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,15.09,Propriedade industrial,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,15.14,Reprografia,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,15.16,Digitação,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,16.01,Transporte municipal,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,17.01,Consultoria jurídica,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,17.02,Atividades jurídicas,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,17.05,Arbitragem,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,17.14,Advocacia,5.0,Lei 1628/2011,2025-01-15
1302603,Manaus,AM,17.19,Serviços cartorários,5.0,Lei 1628/2011,2025-01-15
4106902,Curitiba,PR,1.01,Análise e desenvolvimento de sistemas,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,1.02,Programação,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,1.03,Processamento de dados,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,1.04,Elaboração de programas,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,1.05,Licenciamento de programas,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,1.06,Assessoria TI,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,1.07,Suporte técnico TI,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,1.08,Planejamento TI,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,1.09,Configuração hardware/software,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,2.01,Serviços de pesquisas,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,4.01,Medicina e biomedicina,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,4.02,Análises clínicas,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,4.03,Hospitais,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,4.06,Enfermagem,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,4.11,Odontologia,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,4.14,Psicanálise,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,4.15,Psicologia,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,4.23,Planos de saúde,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,5.01,Medicina veterinária,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,6.01,Barbearia e cabeleireiros,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,6.02,Esteticistas,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,6.04,Ginástica e dança,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,6.05,Academias,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,7.01,Engenharia e arquitetura,2.5,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,7.02,Execução de projetos engenharia,2.5,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,7.03,Elaboração de plantas,2.5,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,7.04,Demolição,2.5,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,7.05,Reparação de edifícios,2.5,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,7.10,Limpeza e manutenção,2.5,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,7.12,Paisagismo,2.5,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,7.16,Florestamento,2.5,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,7.19,Acompanhamento de obras,2.5,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,7.20,Sondagens e perfurações,2.5,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,8.01,Ensino regular,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,8.02,Instrução e treinamento,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,9.01,Hospedagem hotéis,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,9.02,Agenciamento viagens,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,9.03,Guias de turismo,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,10.01,Agenciamento publicidade,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,10.02,Propaganda,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,10.04,Marketing,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,10.09,Planejamento de campanhas,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,10.10,Produção publicitária,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,11.01,Organização de festas,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,11.02,Bufê,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,11.03,Fornecimento de música,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,11.04,Parques diversão,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,12.01,Espetáculos teatrais,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,12.02,Exibições cinematográficas,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,12.13,Produção espetáculos,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,12.16,Recreação e animação,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,13.02,Administração de fundos,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,13.03,Administração consórcios,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,13.04,Administração cartões,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,13.05,Arrendamento mercantil,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,14.01,Consultoria,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,14.03,Atuária,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,14.04,Contabilidade,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,14.05,Traduções,5.0,Lei 14598/2014,2025-01-15
4106902,Curitiba,PR,14.06,Avaliações,5.0,Lei 14598/2014,2025-01-15
